	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
5HI2_TKL	31.4352	31.678	38.8663	38.2849	6.2128	33.0108	38.3459	36.7471	11.3348	19.5446	22.1962	31.4852	20.3328	21.4367	40.5431	39.9547	38.2638	37.2991	39.4856	39.6297	38.819	35.1132	33.8086	37.7081	37.6173	38.0096	34.9022	36.9119	42.5644	38.9085	34.7672	39.8333	38.7582	38.1033	38.6334	41.5045	34.926	35.6876	38.674	38.1874	35.4365	39.757	36.5051	36.9934	37.068	33.8016	32.6427	34.7046	35.7314	38.3811	31.793	29.0794	30.291	27.0162	37.4073	37.7014	29.0915	29.9163	38.1827	32.2394	33.283	27.8283	29.986	31.9858	28.7379	38.1166	28.8506	31.1063	40.6881	38.4389	43.7055	35.9523	41.7883	37.0239	38.5156	39.974	38.7838	39.8334	38.5818	39.3233	37.8027	41.3412	41.3389	41.791	38.9054	36.5566	37.3899	38.8853	42.9711	41.4121	16.4841	40.0241	15.8966	39.2528	37.9473	40.277	37.2339	42.952	35.6544	40.6962	35.9179	35.8689	43.8267	44.1876	39.9778	36.8297	38.1206	39.6027	39.7991	41.4101	33.9425	41.503	43.2731	43.2673	43.6074	37.6025	41.8007	40.5866	42.7423	41.2397	41.2447	22.9076	40.4848	41.657	100.0	47.723	55.2271	37.9263	37.6635	40.279	39.2004	38.412	36.426	39.2808	
3OMV_TKL	36.93	37.1872	41.7734	41.4868	7.4805	37.431	40.745	41.2391	13.545	23.0692	26.2653	36.3067	23.6679	25.2807	41.8214	42.5206	40.3387	40.5671	41.2431	41.0418	42.7687	38.3528	39.1341	38.7849	41.3238	40.5467	36.641	39.884	44.091	40.138	34.4779	39.1106	43.2358	41.1768	40.1692	45.2647	38.572	39.9661	42.621	42.0433	39.8099	42.1748	39.4206	40.525	39.9874	37.7474	38.0979	39.5775	40.3707	41.543	36.4908	33.2645	34.11	30.7561	40.7543	42.5867	33.7866	35.3871	41.7669	35.2684	37.8849	32.3213	34.529	36.6071	32.8554	40.8575	34.1469	35.4444	40.4866	40.1956	44.4347	37.9022	40.9146	40.1173	40.411	40.0025	42.2343	43.5891	43.6525	42.2898	41.9377	44.5876	44.1174	43.813	42.9033	39.6851	39.8996	39.7172	45.9467	43.4979	19.6433	41.3108	19.0606	43.0878	41.6944	43.4193	41.3125	44.8015	39.514	45.811	37.8729	39.1653	42.8229	45.4093	44.3071	41.9798	43.3322	39.4557	39.8765	42.7048	35.225	44.497	44.0558	46.0124	43.4562	43.437	44.6619	41.0579	45.7243	43.317	43.1487	26.1607	42.8522	42.8617	47.723	100.0	52.2973	41.7102	41.4342	45.2047	44.6101	40.9409	39.1866	40.3561	
1UWH_TKL	36.5683	36.6768	40.1522	41.2635	7.5175	37.9152	40.2006	40.9885	13.5621	22.5513	25.9404	35.9916	23.8729	25.2821	41.5728	42.8254	40.8383	40.7547	40.8729	40.8419	41.9309	38.6326	37.7392	39.2567	40.6355	40.6518	36.3627	39.2514	43.8025	38.8863	35.8283	39.9786	41.5984	40.3295	40.5083	43.5832	39.1629	40.2353	43.3779	41.7525	38.6461	42.714	39.6444	40.7759	39.9764	38.7285	37.3063	39.8267	40.6864	41.5978	36.3574	34.3854	35.3369	31.8552	40.6787	42.6098	34.3897	35.2522	43.5871	36.1712	38.2823	32.5299	35.3613	36.2263	32.1365	42.1617	33.8432	34.8125	40.2327	39.5431	43.8248	39.6265	40.2208	39.9695	40.9033	39.1047	43.1309	43.7518	43.4865	42.4631	41.7579	44.4289	43.821	43.5746	43.0153	40.2796	40.7132	40.0659	46.4119	43.8221	19.8176	39.7843	18.8959	40.4238	41.8209	42.8651	39.9939	42.4734	39.9915	44.7608	37.1619	39.8648	43.6501	45.1779	44.4599	40.9319	41.7729	37.6797	40.7066	43.402	36.4634	43.3261	43.8954	46.3051	43.5175	43.3841	44.1024	40.6454	44.9317	43.1241	43.856	26.3941	41.3429	42.9474	55.2271	52.2973	100.0	40.4524	40.1147	43.974	43.418	41.2758	40.9928	41.6197	
5V5N_TKL	39.5834	40.6061	39.5221	42.3181	9.991	39.7419	38.3078	43.4189	18.7123	29.0936	33.1885	43.3883	31.5226	32.0588	37.5588	40.5185	38.4529	40.4754	43.9173	41.973	40.1492	41.4119	39.0323	41.6906	41.9609	38.8833	41.5449	40.5349	40.3061	36.4338	36.7463	37.4387	42.1662	41.8827	43.9095	43.3437	40.6047	44.5132	47.1666	45.933	49.3188	40.5975	39.0986	39.9273	40.2397	43.154	42.6466	43.1075	43.0894	40.2162	40.619	38.466	38.2095	36.3067	40.9347	44.8018	39.894	41.5349	41.0681	40.2475	42.4682	38.8382	38.8965	41.4885	38.8586	41.5917	38.0861	39.1407	39.0393	37.6902	43.3411	42.1037	38.2734	44.2249	33.4175	33.2081	48.7828	47.6395	48.9029	45.2753	44.1416	42.7257	41.1692	41.2112	46.7615	41.4874	44.5247	37.2753	41.6095	45.6086	25.5208	39.5399	25.4054	44.1349	45.7009	43.7603	46.0661	40.5128	46.1729	45.6052	44.295	44.8071	41.2048	42.2889	45.9604	43.9576	44.9436	40.1276	39.6964	44.7452	42.9177	41.9342	43.0606	45.3186	40.5523	46.4427	46.6972	37.7899	47.6081	46.5725	45.614	34.2229	43.6296	42.4092	37.9263	41.7102	40.4524	100.0	68.3588	42.7196	42.9615	47.7864	46.3468	45.4451	
2EVA_TKL	39.7063	40.7447	39.3545	42.2268	10.095	39.9177	38.3136	43.4576	18.9179	29.3608	33.4824	43.5926	31.8128	32.3665	37.3144	40.4088	38.311	40.5141	43.7911	41.8653	40.1733	41.5944	39.1703	41.5404	42.1643	38.9848	41.7258	40.7067	39.9574	36.1957	36.3446	37.6411	42.1564	41.9516	44.0019	43.2252	40.9393	44.6452	47.0156	45.9124	49.4579	40.5455	38.9706	39.7463	40.1244	43.2386	42.5031	43.1389	43.0527	39.949	40.8651	38.7303	38.415	36.5301	40.763	44.6556	39.9494	41.8894	40.8702	40.3904	42.7857	39.1497	39.1342	41.7398	39.2219	41.7474	38.352	39.3206	38.8693	37.5841	43.0755	42.0016	38.0683	44.221	33.2867	33.0232	48.9676	47.6127	48.843	45.0498	44.1051	42.5533	41.0161	41.119	46.7515	41.6609	44.6507	37.1523	41.3028	45.4643	25.7713	39.2684	25.691	44.0967	45.6975	43.6002	46.1526	40.2551	46.0342	45.4245	44.1142	44.9232	40.9344	42.0768	45.655	43.9372	44.8384	39.9101	39.3966	44.5913	42.8061	41.8267	42.83	45.1609	40.295	46.3634	46.4385	37.4945	47.4246	46.4148	45.4831	34.5085	43.5466	42.1736	37.6635	41.4342	40.1147	68.3588	100.0	42.6987	42.9215	47.8144	46.5775	45.4007	
4ZTN_TKL	43.3352	43.5799	43.1065	45.3219	9.3833	45.2611	43.5888	44.5106	17.0933	28.181	31.5644	42.0885	27.9068	31.2672	40.4806	45.0966	42.6937	43.7186	43.5876	42.3881	48.9031	42.6369	45.2465	38.7708	44.311	46.4727	38.338	44.1252	41.6688	38.9599	33.0198	42.4974	47.0836	44.8196	42.9315	47.7165	44.8196	45.197	48.2822	46.1936	44.6456	42.9398	41.857	42.942	43.2474	43.149	41.1044	43.4583	43.7606	40.6872	42.2171	39.8616	40.2781	37.3987	42.5636	45.1486	38.0649	40.5281	44.2827	38.7486	41.8712	39.5002	40.2577	42.5772	39.0493	45.0337	39.2296	39.6743	39.4559	42.5341	43.556	38.926	40.6272	43.882	37.1009	36.6412	47.0735	46.1672	48.2051	41.4067	42.1432	47.6471	46.2764	45.8229	43.4744	46.7752	46.359	42.1951	46.0468	45.0542	24.2864	39.2825	23.4369	44.2692	46.0579	46.1453	45.3813	41.9308	39.904	45.2911	38.1077	42.5472	39.7344	42.884	47.0949	43.4919	45.5337	38.1592	38.4365	43.6067	35.8779	45.7309	44.5237	45.293	40.3735	47.457	45.0565	38.9435	46.5945	43.4933	41.7198	30.1641	42.4256	44.3718	40.279	45.2047	43.974	42.7196	42.6987	100.0	69.0595	45.5979	45.3002	40.7584	
2NRU_TKL	45.3213	45.5144	42.9312	45.2023	10.0981	46.9226	43.9292	45.8771	18.3517	30.0988	33.7593	44.1282	29.5455	33.3409	39.8885	45.4786	42.5705	44.2478	43.0362	41.8343	48.6673	43.7026	46.5148	38.3732	45.0976	46.4364	38.6935	44.3279	41.2464	38.1478	32.0133	42.0244	46.8305	45.1175	43.0801	47.7976	46.1882	46.2897	48.9848	46.6147	45.6586	43.1919	42.1067	43.4329	43.4586	44.367	42.2745	44.3711	44.6442	40.8077	44.2669	41.6406	41.6625	39.1474	42.5083	45.7145	39.4128	42.7174	44.3756	39.953	43.335	41.0762	42.0544	44.1629	40.6154	45.2744	41.3211	41.3656	38.3965	42.0062	42.6381	39.399	39.4309	43.9555	36.6612	35.5783	47.861	46.7509	49.7111	41.6545	42.9473	46.9809	45.5237	45.8411	44.1945	47.3289	46.7439	41.115	45.3628	44.912	26.0911	38.3777	25.0019	44.0408	46.5379	46.3755	46.3225	41.1845	40.7149	45.8053	37.9491	43.281	38.7928	42.5067	47.4102	44.2261	46.0987	37.1989	37.7214	43.4497	36.0551	45.7211	43.5319	45.4187	39.6504	48.7071	45.1089	38.031	46.6447	43.6788	41.4648	31.335	41.8451	43.6622	39.2004	44.6101	43.418	42.9615	42.9215	69.0595	100.0	46.1379	46.4049	40.7794	
2QLU_TKL	43.1655	43.9428	43.8007	43.7718	10.5358	46.6994	42.9848	46.0937	19.499	29.7027	33.3583	43.2098	32.6736	33.4504	41.1983	46.1395	38.8544	40.9754	42.79	41.0211	42.7735	41.9152	42.3386	44.743	42.0435	42.6527	41.1391	41.0329	40.4005	37.8167	37.3213	38.7962	41.1954	40.3879	47.73	44.2782	42.9707	46.8812	49.6202	47.9497	48.5227	41.3055	41.3513	41.7387	42.4465	43.6173	44.7552	44.0149	44.1262	42.7497	44.5387	40.2856	39.2661	37.3353	42.8178	46.7732	38.9438	39.9838	43.9232	41.0451	39.7269	41.2869	40.238	44.3219	42.0494	43.9728	40.5546	40.3892	40.105	39.9041	43.0495	45.3979	37.6107	44.5459	30.9766	32.1147	48.4837	45.6142	50.2619	43.7468	46.3983	41.9451	40.7523	42.3119	46.9091	42.8414	45.7784	38.4264	40.7743	46.5466	26.0745	40.3967	26.2845	42.9088	45.775	45.1985	48.696	40.4982	48.5489	46.9537	39.6307	43.9108	40.1263	40.4798	45.6224	44.8409	43.9244	39.6165	43.6949	46.212	43.6695	43.8065	43.3407	43.6564	38.3087	47.0861	48.4045	38.7407	46.4732	45.4168	44.5861	35.3995	40.7757	43.369	38.412	40.9409	41.2758	47.7864	47.8144	45.5979	46.1379	100.0	48.2629	46.5869	
4UY9_TKL	46.5766	47.0371	39.6139	43.8361	12.0744	46.8405	42.2911	47.6371	22.1271	34.3462	38.8644	46.6083	35.6952	38.3832	37.3776	44.0808	38.5412	42.264	42.9268	41.6819	43.5076	45.1494	44.0434	40.0384	43.4274	43.4916	39.125	42.2487	37.6564	32.7833	32.7769	41.1907	41.2562	42.6115	44.7047	42.8622	48.2357	47.0289	49.0046	44.3818	45.9405	42.2836	40.0823	41.5021	41.3812	46.4549	42.0178	44.653	44.3423	39.5153	46.5237	46.2352	45.9442	44.4165	41.9043	46.5148	42.1912	46.3021	45.3172	44.3734	46.112	46.3527	46.7212	45.8236	44.2949	46.6919	43.4327	42.459	36.7459	36.5161	38.9775	42.8986	34.8666	44.6899	32.8752	31.0754	50.2569	46.947	50.4277	42.7992	42.3989	41.9253	40.1533	41.0898	45.2606	47.1038	47.9737	37.4837	41.4464	44.788	31.4169	35.2669	29.7811	41.0864	46.9184	44.5792	46.582	35.6823	44.3841	44.6081	38.859	46.4392	37.8581	41.0667	46.2695	44.7139	43.4527	33.7575	38.305	44.982	39.01	42.3404	41.6529	44.8764	38.1303	48.9712	44.9939	35.7755	46.7452	43.7443	43.7234	37.3463	41.1492	43.3416	36.426	39.1866	40.9928	46.3468	46.5775	45.3002	46.4049	48.2629	100.0	48.2076	
4UYA_TKL	36.774	37.3512	39.8046	42.1969	8.3034	40.698	38.6162	40.5369	15.7217	24.1349	27.8906	37.6857	27.6413	27.146	39.9509	42.7831	38.4763	40.009	42.0003	41.0996	40.0676	38.3874	37.5742	40.6925	40.3977	40.4591	40.7587	40.1766	40.4084	38.011	37.4933	39.9805	39.3278	40.2744	46.0674	40.9368	39.2116	44.7126	46.4983	46.1837	42.2645	37.4512	37.8729	37.2102	37.8364	38.7726	38.0807	39.1559	40.0792	41.8074	40.4263	36.3728	36.3039	33.8093	41.491	44.5236	35.6195	36.9825	42.215	38.2242	38.7218	35.9531	37.7009	37.6138	35.6946	44.0337	36.443	34.3594	42.4726	36.9558	43.549	45.0578	37.7507	41.1572	32.4376	34.8661	43.7585	42.0091	45.9944	44.886	44.3173	39.9923	39.5736	39.8315	43.6258	42.201	45.6313	38.8866	41.7988	44.958	21.9369	39.4911	21.8153	42.0185	44.074	42.7523	41.4232	38.563	45.0736	44.4269	40.7112	41.431	41.9697	41.9818	41.9279	40.3946	39.4859	39.1895	42.4955	45.7086	41.0274	39.5658	43.3459	41.5198	37.8239	43.9254	44.0539	38.3942	44.4522	43.6365	44.9705	31.2637	39.4792	43.939	39.2808	40.3561	41.6197	45.4451	45.4007	40.7584	40.7794	46.5869	48.2076	100.0	
